CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,OVERTIME_PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,JOHN T. FERRELL,2256 BARNESVILLE HWY,,WYLLIESBURG,VA,23976,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,ADAM W. GREGORY,2033 HENRY'S MILL RD.,,JAVA,VA,24565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,TIMOTHY L. SHELTON,3804 DRY FORK RD.,,DRY FORK,VA,24549,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,TURNER FAMILY FARMS LLC,21903 WHITE OAK ROAD,,NORTH DINWIDDIE,VA,23803,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"JF LEAF, LTD",8689 OLD COX RD.,,CHASE CITY,VA,23924,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,PARRISH FARMS INC,2968 FAIRVIEW ROAD,,DUNDAS,VA,23938,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"EMERSON ROAD FARMS, INC.",333 EMERSON RD.,,DRY FORK,VA,24549,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,THOMAS KEATTS,1259 ED HARDY ROAD,,DANVILLE,VA,24541,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,RICHARD EDWARD WALLACE,1212 FRIENDSHIP CHURCH RD.,,DRAKES BRANCH,VA,23937,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"BRANKLEY FARMS, INC.",599 BRANKLEY RD.,,SKIPWITH,VA,23968,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,PRI,"Virginia Agricultural Growers Assoc., Inc. (VAGA)","For UPS & Fed Ex: 5037 Halifax Road, Halifax VA 24558","See attachment #1 for List of Growers Member Names,",Halifax,VA,24558,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,137,137,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,Association - Joint Employer (H-2A Only),Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,RAMSEY FARMS,243 RAMSEY FARM RD.,,CLARKSVILLE,VA,23927,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,WHITE OAK MOUNTAIN FARMS INC,2348 HOPEWELL RD.,,DRY FORK,VA,24549,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,TWO RIVERS FARM,1461 TRIANGLE SCHOOL RD.,,CALLANDS,VA,24530,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,GRIFFIN FARMS,P . O . BOX 36,,FREEMAN,VA,23856,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,WELLINGTON BACON,2362 BACON FORK RD.,,KENBRIDGE,VA,23944,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"SEVEN SPRINGS FARMS, INC.",1949 GIGG RD.,,DUNDAS,VA,23938,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,HUDSON FARMS,2240 WADE POND RD.,,ALTON,VA,24520,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"JOHN D. HIGHTOWER, JR.",3502 HUTCHESON RD.,,BASKERVILLE,VA,23915,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"LAZY C. FARMS, INC.",2082 RIDGE RD.,,VERNON HILL,VA,24597,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,"CEDAR CREST FARM, LLC",18401 OLD CRYORS RD.,,MC KENNEY,VA,23872,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-658823,2017-02-15,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-08,2017-12-01,SUB,THREE CEDARS FARM,11780 OLD STAGE ROAD,,WARFIELD,VA,23889,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Hay and Straw,,0,0,Y,Seasonal,40,07:00 AM,03:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,,Chatham See attachment #1,VA,24531,Y,,Virginia Employment Commission,971069,2017-01-17,2017-07-20
H-300-17020-668101,2017-02-28,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-04-01,2017-10-31,PRI,RAYMOND LUHRMAN,182 FOX CREEK FARM ROAD,,SCHOHARIE,NY,12157,UNITED STATES OF AMERICA,,518-872-2375,,,,,,Crop farm worker and laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Kale,,3,3,Y,Seasonal,40,08:00 AM,04:30 PM,$12.38,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Schoharie,NY,12157,N,Individual Employer,New York State Department of Labor,ny1193925,2017-01-18,2017-07-16
H-300-17020-674896,2017-02-16,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-06,2017-12-15,PRI,"GUNNISON LAKESHORE ORCHARDS, INC.",3196 NYS Route 9N,,Crown Point,NY,12928,UNITED STATES OF AMERICA,,518-597-3834,,"LAKE HOME BUSINESS SERVICES, INC.",Alyson Eastman,Orwell,VT,"Farmworkers and Laborers, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,8,8,Y,Seasonal,55,07:00 AM,04:00 PM,$12.38,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Crown Point,NY,12928,N,Individual Employer,New York Department of Labor,NY1193051,2017-01-09,2017-07-26
H-300-17020-701636,2017-02-17,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-15,2017-12-15,PRI,"PACIFICA PERSONNEL, INC.",312 E. Mill St. Ste. 102,,SANTA MARIA,CA,93454,UNITED STATES OF AMERICA,,805-331-8405,,,,,,Farm Workers - Vegetable Harvest,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Brussel Spouts,,20,20,Y,Seasonal,40,07:00 AM,03:30 PM,$12.57,Hour,18.86,,Hour,N,,None,NA,NA,N,,N,,,Y,1,Nipomo,CA,93444,Y,H-2A Labor Contractor or Job Contractor,Calfornia,15180385,2017-01-26,2017-07-30
H-300-17020-708662,2017-02-01,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-12,2017-11-01,PRI,FREELAND FARMS PARTNERSHIP,3956 LEE 814,,PALESTINE,AR,72372,UNITED STATES OF AMERICA,,870-768-4638,,,,,,GRAIN FARM TRACTOR DRIVER/LABORER,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,42386,3,3,Y,Seasonal,36,06:00 AM,12:00 PM,$10.38,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,MORO,AR,72368,N,Individual Employer,ARKANSAS DEPARTMENT OF WORKFORCE SERVICES,1852300,2017-01-03,2017-07-07
H-300-17020-713605,2017-02-21,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-24,2017-11-15,PRI,Brent Lott Farms,8437 North 45 East,N/A,Idaho Falls,ID,83401,UNITED STATES OF AMERICA,N/A,208-524-0607,,SNAKE RIVER FARMERS ASSOCIATION INC,Joel Anderson,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Barley,42386,16,16,Y,Seasonal,60,07:00 AM,05:00 PM,$11.66,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,0,Idaho Falls,ID,83401,Y,Individual Employer,ID Dept. of Commerce and Labor/Alien Labor Unit,887880,2017-01-19,2017-07-20
H-300-17020-736334,2017-03-07,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-20,2017-12-31,PRI,J and H Harvesting,105 Ballpark Road,NA,Scobey,MT,59263,UNITED STATES OF AMERICA,NA,406-939-7444,,"WFDS, LLC",MAIJA HERMAN,FERGUS FALLS,MN,Farm Worker,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,,6,6,Y,Seasonal,48,08:00 AM,05:00 PM,$11.66,Hour,,,Hour,N,,None,NA,NA,N,,N,,,Y,3,Scobey,MT,59263,N,Individual Employer,Wolf Point Montana Job Service,10261386,2017-01-18,2017-08-08
H-300-17020-750014,2017-02-17,H-2A,2017-01-23,DETERMINATION ISSUED - CERTIFICATION,2017-03-10,2017-12-16,PRI,"FOWLER BROTHERS, INC.",10273 Lummisville Rd.,"10273 Lummisville Rd. , Wolcott NY  14590",Wolcott,NY,14590,UNITED STATES OF AMERICA,,315-594-8068,,"MAS LABOR H-2A, LLC",Elizabeth Whitley,LOVINGSTON,VA,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,Apples,,28,28,Y,Seasonal,45,07:00 AM,03:30 PM,$12.38,Hour,,,Hour,Y,39,None,N/A,N/A,N,,N,,,Y,6,Wolcott,NY,14590,Y,Individual Employer,"NY State Dept of Labor, FLC Unit H-2A",NY1193452,2017-01-12,2017-07-28
H-300-17020-836644,2017-02-08,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-13,2017-11-30,PRI,"RANCHO CALIENTE, LLC",843 West Cottonwood Lane,"mailing: PO Box 10068 , Casa Grande AZ  85130",Casa Grande,AZ,85122,UNITED STATES OF AMERICA,,520-316-7600,,"MAS LABOR H-2A, LLC",Elizabeth Whitley,LOVINGSTON,VA,Farm worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Barley,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.95,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Dateland,AZ,85333,N,Individual Employer,AZ Dept. of Economic Security,2544632,2016-01-18,2017-07-22
H-300-17020-849803,2017-02-06,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-06,2017-12-01,PRI,HOG-EYE RANCH LLC,"Headquarters: P.O. Box 250,Baggs, Wyoming 82321",Physical addr:216 Carbon County Road 603,BAGGS,WY,82321,UNITED STATES OF AMERICA,,307-380-8499,,"MALITZLAW, INC.",JEANNE MALITZ,SAN DIEGO,CA,Livestock Worker (Open Range),45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock,,4,4,Y,Seasonal,40,,,"$1,389.67",Month,,,Month,N,,None,N/A,N/A,N,,N,,,Y,6,Baggs,WY,82321,Y,Individual Employer,Wyoming Dept of Workforce Services,2622561,2017-01-23,2017-07-19
H-300-17020-859831,2017-02-23,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-04-01,2017-12-15,PRI,WESTERMAN FARMS LLC,280 R Luttrull Lane,,Trenton,KY,42286,UNITED STATES OF AMERICA,,270-839-6068,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Burley,423930,3,3,Y,Seasonal,40,08:00 AM,04:00 PM,$10.92,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,N,,Trenton,KY,42286,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",689269481,2017-01-18,2017-04-01
H-300-17020-877305,2017-03-01,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-04-01,2018-02-01,PRI,Brent Cornett,6831 Mcwhorter Road,,London,KY,40741,UNITED STATES OF AMERICA,,606-843-0908,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nursery and Greenhouse Worker,423930,6,6,Y,Seasonal,40,08:00 AM,04:00 PM,$10.92,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,N,,London,KY,40741,Y,Association - Filing as Agent (H-2A Only),"Department of Employment Services, Frankfort, KY 40601",689299671,2017-01-18,2017-09-01
H-300-17020-878436,2017-03-28,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-04-17,2017-12-29,PRI,HAIGHT BROWN VINEYARD,29 CHESTNUT HILL ROAD,PO BOX 361,LITCHFIELD,CT,06759,UNITED STATES OF AMERICA,N/A,860-567-4045,,,,,,VINEYARD ASSISTANT,51-9012,"Separating, Filtering, Clarifying, Precipitating,",Grapes,,1,1,Y,Seasonal,40,08:00 AM,04:30 PM,$12.38,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Litchfield,CT,06759,N,Individual Employer,"State of CT DOL, Alien Labor Cert Unit",78277,2017-01-06,2017-08-23
H-300-17020-894482,2017-02-06,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-04-01,2018-01-15,PRI,ARNOLD O'REILLY,52 Stiff Dehaven Lane,,Hardinsburg,KY,40143,UNITED STATES OF AMERICA,,270-756-5514,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Burley,423930,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,$10.92,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,N,,Hardinsburg,KY,40143,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",689444471,2017-01-19,2017-08-23
H-300-17020-921768,2017-02-09,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-27,2017-08-12,PRI,"Great Southern Farms, LLC",1729 HIghway 15 North,,Richton,MS,39476,UNITED STATES OF AMERICA,N/A,601-788-1990,,"H2A Complete II, Inc.",Terri Forrester,Southaven,MS,Farmworkers and Laborers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Blueberries,,51,51,Y,Seasonal,35,07:00 AM,01:00 PM,$10.38,Hour,,,Hour,N,,None,n/a,n/a,N,,N,,,Y,3,Richton,MS,39476,N,Individual Employer,MDES,MS199671,2017-01-19,2017-06-04
H-300-17020-924220,2017-02-24,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-15,2017-11-01,PRI,"Century Ag, Inc.",PO Box 40,400 Market Street,Ririe,ID,83443,UNITED STATES OF AMERICA,N/A,208-538-5172,,SNAKE RIVER FARMERS ASSOCIATION INC,Joel Anderson,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Potatoes,423930,8,8,Y,Seasonal,66,07:00 AM,07:00 PM,$11.66,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,0,Blackfoot,ID,83221,Y,Individual Employer,ID Dept. of Commerce and Labor/Alien Labor Unit,876271,2017-01-18,2017-07-08
H-300-17020-942283,2017-02-08,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-03-06,2018-01-05,PRI,"FRANK PEARCE JR AND SON'S FARMS, INC.",10055 JACK TORRES RD,,MARINGOUIN,LA,70757,UNITED STATES OF AMERICA,N/A,225-938-2887,,,,,,SUGARCANE TRACTOR DRIVER,45-2091,Agricultural Equipment Operators,Sugarcane,,5,5,Y,Seasonal,36,06:00 AM,12:00 PM,$10.38,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,MARINGOUIN,LA,70757,N,Individual Employer,LOUISIANA WORKFORCE COMMISSION,663978,2017-01-04,2017-08-05
H-300-17020-947147,2017-02-27,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-04-01,2017-12-31,PRI,SEVEN SPRINGS FARMS,602 BLACKHAWK RD,,CADIZ,KY,42211,UNITED STATES OF AMERICA,,270-522-3424,,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARMWORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nursery and Greenhouse Worker,,8,8,Y,Seasonal,40,07:00 AM,04:00 PM,$10.92,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,CADIZ,KY,42211,Y,Individual Employer,KY DEPT. WORKFORCE & DEVLOPMENT,689711941,2017-01-19,2017-08-16
H-300-17020-949060,2017-02-08,H-2A,2017-01-20,DETERMINATION ISSUED - CERTIFICATION,2017-04-01,2018-01-31,PRI,Red Hill Tobacco LLC,900 Max Roark Rd,,Scottsville,KY,42164,UNITED STATES OF AMERICA,,270-622-2005,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS and LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,423930,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,$10.92,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,N,,Scottsville,KY,42164,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",689434391,2017-01-19,2017-08-31
